distance_arcmin,objID,survey,ra,dec,band,fov_radius,IAUName,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,ra_cent,dec_cent,xCenter,yCenter,SSAPFitsFile,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact,TIC,distance_arcsec,Jmag,flare_rate,J_flux_density,nuv_flux_density,fuv_flux_density,R0,age,teff,mass,distance_pc
0.7487583183474811,6376932331433755092,AIS,55.45465841011064,24.33294869298131,1,0.3914541,GALEX J034149.1+241958,106.05,0.0,0.0,0.0,21.1375237,0.470427215,0.0,0.0,12.7347488,5.516365,0.2201024,55.22468,24.66377,1849.327,1845.664,0.0,0.3775642,-0.171950385,0,0.0,0.0,0,258032073.0,44.92549910084887,15.202,0.016313921845039752,1323.3914273843766,12.734752826495479,3630780547.7010026,0.06188613547950484,127.4,3032.0,0.126883,131.769
0.30607927886177655,6376932331433755225,AIS,55.40770961167184,24.38235150956577,1,0.32699126,GALEX J034137.8+242256,106.05,0.0,0.0,0.0,21.3346615,0.498460561,0.0,0.0,10.620265,4.87457,0.205595419,55.22468,24.66377,1849.327,1845.664,0.0,0.314873248,0.454912633,0,0.0,0.0,0,258032108.0,18.364756731706592,14.352,0.03253985102896833,2895.264978295359,10.620266136495724,3630780547.7010026,0.15720933416834304,127.4,3093.0,0.209485,141.504
0.370031755004971,6376932331433756239,AIS,55.46667500420126,24.69332254826217,1,0.221872076,GALEX J034152.0+244135,106.05,0.0,0.0,0.0,21.3641987,0.9965036,0.0,0.0,10.3352222,9.483504,0.18160744,55.22468,24.66377,1849.327,1845.664,0.0,0.3064222,0.19405359,0,0.0,0.0,0,258032224.0,22.201905300298257,13.979,0.048891639355452446,4082.143966347891,10.335238903895211,3630780547.7010026,0.026530428990106217,127.4,3104.0,0.212937,124.109
0.33034215798240296,6376932331433756302,AIS,55.50340968727426,24.70844189663419,1,0.257169038,GALEX J034200.8+244230,106.05,0.0,0.0,0.0,21.56141,0.5254468,0.0,0.0,8.618577,4.169985,0.173383683,55.22468,24.66377,1849.327,1845.664,0.0,0.2555265,0.0710045,0,0.0,0.0,0,258032227.0,19.820529478944177,15.044,0.048876301381732185,1530.6937786597543,8.618585611757759,3630780547.7010026,0.03049799307154801,127.4,3071.0,0.152149,143.309
0.23545623348042913,6376932331433756913,AIS,55.41945726672303,24.87738944581213,1,0.277333766,GALEX J034140.6+245238,106.05,0.0,0.0,0.0,21.4344215,0.5249457,0.0,0.0,9.687923,4.682904,0.1874655,55.22468,24.66377,1849.327,1845.664,0.0,0.287230879,0.573362648,0,0.0,0.0,0,258032301.0,14.127374008825747,14.242,0.03248781281387615,3203.9690858992235,9.68793909785685,3630780547.7010026,0.03332739318122514,127.4,3091.0,0.204209,131.067
0.2911298947815695,6376932331433757278,AIS,55.44219055829965,25.00286264940635,1,0.392369062,GALEX J034146.1+250010,106.05,0.0,0.0,0.0,21.33784,0.441544741,0.0,0.0,10.5892115,4.30535,0.190301374,55.22468,24.66377,1849.327,1845.664,0.0,0.313952535,-0.04825943,0,0.0,0.0,0,258032359.0,17.46779368689417,13.854,0.06515542283154609,4580.240863359745,10.589220701392748,3630780547.7010026,0.17667532642311418,127.4,3147.0,0.236373,129.178
0.5573875632421693,6376932330360013028,AIS,55.4943678633577,25.03752751856116,1,0.496692,GALEX J034158.6+250215,108.0,0.0,0.0,0.0,21.6740456,1.00322,0.0,0.0,7.76929665,7.177084,0.182634,55.69558,25.49969,1860.414,1899.689,0.0,0.230346769,0.34851408,1,0.0,0.0,0,258032373.0,33.44325379453016,13.041,0.0650545138493256,9684.747828925514,7.769297649155394,3630780547.7010026,0.006382284807756786,127.4,3260.0,0.367007,138.27
0.21621693609098827,6376932330360013210,AIS,55.38843804853271,25.11041526729335,1,0.478157043,GALEX J034133.2+250637,108.0,0.0,0.0,0.0,21.34023,0.4366186,0.0,0.0,10.5659132,4.24795055,0.191250756,55.69558,25.49969,1860.414,1899.689,0.0,0.3132618,0.109349921,1,0.0,0.0,0,258032409.0,12.973016165459295,12.977,0.08139996626665563,10272.787796782502,10.565936589981362,3630780547.7010026,0.27590180116645435,127.4,3262.0,0.374884,136.924
0.2894863795514268,6376932330360013288,AIS,55.39991862130739,25.14186098974382,1,0.44661662,GALEX J034135.9+250830,108.0,0.0,0.0,0.0,21.8980255,0.689591646,0.0,0.0,6.32104731,4.013758,0.183651865,55.69558,25.49969,1860.414,1899.689,0.0,0.187408566,0.1911663,0,0.0,0.0,0,258032425.0,17.36918277308561,13.629,0.032569606224413634,5634.927296990233,6.32105835960683,3630780547.7010026,0.12487078070784165,127.4,3173.0,0.258613,128.973
0.004783566002809619,6376932330360013925,AIS,55.49564927163774,25.3289816880541,1,0.248497173,GALEX J034158.9+251944,108.0,0.0,0.0,0.0,20.6381226,0.4715548,0.0,0.0,20.1720657,8.758963,0.187216267,55.69558,25.49969,1860.414,1899.689,0.0,0.5980683,0.96788764,0,0.0,0.0,0,258032514.0,0.28701396016857716,10.976,0.17871247571220286,64876.63516677315,20.172092919530236,3630780547.7010026,0.01290652615652923,127.4,3844.0,0.591,137.823
