Target_ID,tpeak,amp,ed_s,rise,fall,prob,name,tot_time_obs
2.0,1346.562,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1349.459,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1349.82,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1350.025,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1350.151,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1350.297,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,1352.351,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2036.707,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2037.141,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2037.447,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2037.684,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2037.716,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2039.18,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2039.264,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2039.347,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2039.436,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2039.586,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2039.816,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2040.018,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2040.47,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2040.612,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2040.784,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2041.368,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2041.612,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2042.501,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2042.605,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2044.095,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2046.369,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2046.629,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2046.865,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2047.22,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2047.348,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2047.445,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2047.629,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2049.737,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2050.655,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2050.861,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2050.912,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2051.174,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
2.0,2051.444,1.1,30.0,0.0001,0.01,1.0,AU Mic,48.69444444444444
